dateTime,Time,Flow,Height
2015-12-29T14:45:00,29.6146,59.834,1.714
2015-12-29T15:00:00,29.625,59.574,1.709
2015-12-29T15:15:00,29.6354,59.471,1.707
2015-12-29T15:30:00,29.6458,59.264,1.703
2015-12-29T15:45:00,29.6563,59.005,1.698
2015-12-29T16:00:00,29.6667,58.902,1.696
2015-12-29T16:15:00,29.6771,58.593,1.69
2015-12-29T16:30:00,29.6875,58.284,1.684
2015-12-29T16:45:00,29.6979,58.232,1.683
2015-12-29T17:00:00,29.7083,57.872,1.676
2015-12-29T17:15:00,29.7188,57.616,1.671
2015-12-29T17:30:00,29.7292,57.513,1.669
2015-12-29T17:45:00,29.7396,57.206,1.663
2015-12-29T18:00:00,29.75,56.9,1.657
2015-12-29T18:15:00,29.7604,56.746,1.654
2015-12-29T18:30:00,29.7708,56.39,1.647
2015-12-29T18:45:00,29.7813,56.288,1.645
2015-12-29T19:00:00,29.7917,56.186,1.643
2015-12-29T19:15:00,29.8021,55.729,1.634
2015-12-29T19:30:00,29.8125,55.526,1.63
2015-12-29T19:45:00,29.8229,55.323,1.626
2015-12-29T20:00:00,29.8333,55.071,1.621
2015-12-29T20:15:00,29.8438,54.717,1.614
2015-12-29T20:30:00,29.8542,54.667,1.613
2015-12-29T20:45:00,29.8646,54.415,1.608
2015-12-29T21:00:00,29.875,54.264,1.605
2015-12-29T21:15:00,29.8854,54.012,1.6
2015-12-29T21:30:00,29.8958,53.761,1.595
2015-12-29T21:45:00,29.9063,53.661,1.593
2015-12-29T22:00:00,29.9167,53.161,1.583
2015-12-29T22:15:00,29.9271,53.061,1.581
2015-12-29T22:30:00,29.9375,53.011,1.58
2015-12-29T22:45:00,29.9479,52.711,1.574
2015-12-29T23:00:00,29.9583,52.413,1.568
2015-12-29T23:15:00,29.9688,52.164,1.563
2015-12-29T23:30:00,29.9792,51.965,1.559
2015-12-29T23:45:00,29.9896,51.817,1.556
